work	abi	이름	Lv	갈래	핸들러	호출VA	생성자	종류	Obs	모션	자리	x	y	z	붙일곳	단계	지연	수명	그림	영상	영상인자
26	8	오버 드라이브	15	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
27	8	오버 드라이브	14	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
27	8	오버 드라이브	14	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
27	8	오버 드라이브	14	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
28	8	오버 드라이브	13	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
28	8	오버 드라이브	13	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
28	8	오버 드라이브	13	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
29	8	오버 드라이브	12	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
29	8	오버 드라이브	12	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
29	8	오버 드라이브	12	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
30	8	오버 드라이브	11	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
30	8	오버 드라이브	11	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
30	8	오버 드라이브	11	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
31	8	오버 드라이브	10	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
31	8	오버 드라이브	10	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
31	8	오버 드라이브	10	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
32	8	오버 드라이브	9	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
32	8	오버 드라이브	9	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
32	8	오버 드라이브	9	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
33	8	오버 드라이브	8	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
33	8	오버 드라이브	8	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
33	8	오버 드라이브	8	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
34	8	오버 드라이브	7	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
34	8	오버 드라이브	7	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
34	8	오버 드라이브	7	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
35	8	오버 드라이브	6	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
35	8	오버 드라이브	6	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
35	8	오버 드라이브	6	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
36	8	오버 드라이브	5	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
36	8	오버 드라이브	5	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
36	8	오버 드라이브	5	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
37	8	오버 드라이브	4	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
37	8	오버 드라이브	4	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
37	8	오버 드라이브	4	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
38	8	오버 드라이브	3	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
38	8	오버 드라이브	3	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
38	8	오버 드라이브	3	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
39	8	오버 드라이브	2	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
39	8	오버 드라이브	2	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x10082055	0x100c1fa0	sound	1329	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x100820ad	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x10082141	0x100cc200	emit	8	3	self	나.x	나.y	나.z	맵	0	-	-	8:3	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x100821cb	0x100cc600	emit	8	0	self	나.x	나.y	나.z	맵	0	-	-	8:0	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x10082283	0x100c5c50	obs	8	4	self	나.x	나.y	나.z+100	맵	0	0	-	8:4	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x100823d6	0x100c1fa0	obs?	1329	esp+0x1c-20	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x1008243e	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x100824ae	0x100c1fa0	obs	396	4	self	나.x	나.y	나.z+40	맵	0	0	-	396:4	-	-
39	8	오버 드라이브	2	핸들러	0x10081fd0	0x10082521	0x100c64b0	body:self	나.애니+0x8+0x0	나.애니+0xe	self	나.x	나.y	나.z	ds:0x101be2d8	0	10	10	-	-	-
50	9	힐	10	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
50	9	힐	10	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
50	9	힐	10	핸들러	0x10081410	0x100814a7	0x100c1fa0	obs	297	0	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	0	-	297:0	-	-
50	9	힐	10	핸들러	0x10081410	0x10081504	0x100c1fa0	obs	297	1	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	120	20	297:1	-	-
50	9	힐	10	핸들러	0x10081410	0x1008156e	0x100c1fa0	obs	297	2	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	0	141	297:2	-	-
50	9	힐	10	핸들러	0x10081410	0x1008161f	0x100cb8a0	emit	478	2	target	나.대상.x	나.대상.y	나.대상.z	맵	0	96	-	478:2	-	-
50	9	힐	10	핸들러	0x10081410	0x100816c3	0x100cb8a0	emit	478	2	target	나.대상.x	나.대상.y	나.대상.z	맵	0	96	-	478:2	-	-
50	9	힐	10	핸들러	0x10081410	0x10081776	0x100c1fa0	sound	312	0	target	나.대상.x	나.대상.y	나.대상.z	맵	0	0	-	-	-	-
51	9	힐	9	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
51	9	힐	9	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
51	9	힐	9	핸들러	0x10081410	0x100814a7	0x100c1fa0	obs	297	0	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	0	-	297:0	-	-
51	9	힐	9	핸들러	0x10081410	0x10081504	0x100c1fa0	obs	297	1	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	120	20	297:1	-	-
51	9	힐	9	핸들러	0x10081410	0x1008156e	0x100c1fa0	obs	297	2	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	0	141	297:2	-	-
51	9	힐	9	핸들러	0x10081410	0x1008161f	0x100cb8a0	emit	478	2	target	나.대상.x	나.대상.y	나.대상.z	맵	0	96	-	478:2	-	-
51	9	힐	9	핸들러	0x10081410	0x100816c3	0x100cb8a0	emit	478	2	target	나.대상.x	나.대상.y	나.대상.z	맵	0	96	-	478:2	-	-
51	9	힐	9	핸들러	0x10081410	0x10081776	0x100c1fa0	sound	312	0	target	나.대상.x	나.대상.y	나.대상.z	맵	0	0	-	-	-	-
52	9	힐	8	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
52	9	힐	8	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
52	9	힐	8	핸들러	0x10081410	0x100814a7	0x100c1fa0	obs	297	0	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	0	-	297:0	-	-
52	9	힐	8	핸들러	0x10081410	0x10081504	0x100c1fa0	obs	297	1	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	120	20	297:1	-	-
52	9	힐	8	핸들러	0x10081410	0x1008156e	0x100c1fa0	obs	297	2	target	나.대상.x	나.대상.y	나.대상.z+70	맵	0	0	141	297:2	-	-
